Title,Description,Title,Company,Location,Link
System Analyst,"Location: Brisbane Northside | Salary: $90,000 - $110,000 + Super | Full-time, Onsite
Our client, a leader in the construction industry, is seeking a skilled Systems Analyst to join their IT Support team. The role is based onsite, with a focus on building Power BI dashboards, SQL Servers, and leveraging MYOB as the company's ERP system. As a Microsoft house, they also use SharePoint and MS Teams for collaboration.
This position is ideal for someone with a growth mindset, eager to contribute to internal consulting, and looking for career development opportunities. You'll play a pivotal role in implementing system improvements, streamlining business processes, and developing reports tailored to end-user needs.
Key Responsibilities:
Build and maintain Power BI dashboards and SQL Server reports.
Work with ERP and collaborate on system integration projects.
Provide internal consulting on systems improvements and process automation.
Collaborate with stakeholders to deliver high-quality solutions in a timely manner.
About You:
Proficient in SQL, Power BI, and building reports.
Previous experience working with ERP's is highly advantageous.
Ability to work full-time onsite in a fast-paced, team-oriented environment.
Strong problem-solving skills, attention to detail, and excellent communication abilities.
Growth-oriented with a passion for learning and improving systems.
What's on Offer:
Competitive salary with potential for growth.
Career progression opportunities with internal consulting.
Additional leave, employee rewards program, and health benefits.
A collaborative and supportive team culture with exciting company perks.

Please apply by upload your current resume in Microsoft Word format only (.doc or .docx). If you would like to have a confidential discussion, please contact Alex Coroneo on alex.coroneo@davidsonwp.com, quoting reference JN -112024-38728. Want to know more about Davidson? Visit us at www.davidsonwp.com",System Analyst,Davidson,Brisbane QLD,https://www.seek.com.au/job/80030560?type=standout&ref=search-standalone&origin=cardTitle#sol=c8cd58fa8b5ae237096e242694a3f2fe7936f221
ERP Implementation Business Analyst (BA),"About Star
Star Group are QLD's leading independent operator of licensed venues and bottleshops, and also run a number of full function hotels. Our team serve thousands of guests and loyal customers every day across our ~165 sites, and we’re growing fast.
We pride ourselves on the consistency and reliability of our operations, and in delightfully exceeding our customers' expectations through experience, product and service at all times.
We’re embarking on a significant digital transformation here at our Support Office in Eagle Farm, which will deliver improved ways of working and serving our customers. That's where you come in.
About the role
The ERP Implementation BA is a critical new hire within our new look Technology department, as we build our project team within the PMO.
Reporting to the ERP Project Manager and in close collaboration with our CTO, CFO and project stakeholders, you will be the person responsible for aligning business processes and system configuration.
It is critical you have prior experience in an ERP implementation across a multi-site, distributed workforce. Ideally this would be within a retail or hospitality environment given the critical role the Point of Sale software and hardware play in the business.
You will need to be an exceptional communicator, comfortable interacting with all types of employees across the business and with the ability to break down complex concepts to simple inputs, processes and outputs.
Equally, it is essential that you are comfortable in communicating these concepts and processes in visual formats such as process maps.
A problem solving, solution focused mindset is a given – but we also need someone to challenge us when we are being ‘too creative’ and need to consider adjusting the business process rather than pursuing custom configurations where there is no competitive advantage gained.
Reporting to the Project Manager, your key areas of responsibility will be:
Supporting the delivery of the ERP implementation project scope on time and in budget
Contributing to effecting project governance, following best practice principles and maintain risks and issues registers for your areas of the project plan
Creation of business requirements documentation for key functional areas and processes, ensuring they have been reviewed and signed off by relevant stakeholders
Working with the implementation partner to map these business requirements to system configuration to achieve outcomes required
Input into the testing, training and roll out plan
Develop test scripts in conjunction with the implementation partner and then have hands on involvement in the UAT execution
Adapt standard training materials and ‘how to’ guides to meet our user requirements and adjust for any custom configuration we have implemented
Act as one of our expert trainers in training the rest of our teams
Input in to the change management plan and working with key stakeholders across the business to implement. This role must present unwavering support and positivity for the project and new system at all times and be a champion for the change
Use the knowledge you gain through the process of the project to support the design of the post-go live environment, including organisation design and interactions with other technologies 
We are recruiting this role on a one year, fixed term contract basis. However, Star is an exciting and rapidly growing business which is looking to bring more specialist capability and capacity in house to support our growth plans – particularly when it comes to technology. We hope that this role would transition to a permanent appointment for the right person.",ERP Implementation Business Analyst (BA),Star Group Management,Eagle Farm,https://www.seek.com.au/job/80031964?type=standard&ref=search-standalone&origin=cardTitle#sol=d6213395851c8a7d6d704634a98748bb65000166
Senior Quantitative Analyst,"Full Job Description  

Our client is investing heavily in their Quantitative Analytics capabilities and have established a highly capable team who are tasked with developing some of the best in class capabilities for this large organisation.

Working with a wider team, you will provide support to the Manager of this team in the development and execution of quantitative analysis and modelling.

Key responsibilities include:
Overseeing the market simulation engine, ensuring timely execution of daily, monthly, and ad-hoc simulation runs to support operational and shareholder risk reporting.
Contributing to market modelling development, proposing solutions for performance enhancement, and developing new functionalities and system improvements.
Monitoring and addressing issues related to trading activities, risk management, and risk systems.
Evaluating and analysing new products and structured transactions.
Managing ad-hoc data tasks to support management and shareholder inquiries.
Performing risk control processes such as daily portfolio checks, market reviews, market/credit checks, and risk transaction reviews.
Supporting risk management committee meetings.
About You
An advanced university degree, ideally with a strong focus on quantitative fields such as financial mathematics, physics, or statistics.
Postgraduate qualifications, such as a Master's or PhD, are highly preferred.
Minimum 5yrs experience in a quantitative analytics or software development
In depth knowledge of stochastic and optimisation modelling
Strong programming skills in Python or SQL
Ability to clearly communicate and co-operate with colleagues
The position offers a competitive remuneration package, exposure to excellent work content, excellent learning and development prospects, and a supportive team culture in the Brisbane office.

For more information, please contact either Adam Taylor (adam.taylor@perigrongroup.com.au) or Haydn Furness (haydn.furness@perigongroup.com)",Senior Quantitative Analyst,Perigon Group Pty Limited,Brisbane QLD,https://www.seek.com.au/job/80051013?type=standout&ref=search-standalone&origin=cardTitle#sol=02591bebc959386c07b7e2dc7153a1fb6855cd67
Internal Audit Operations Analyst,"About Us
At Auto & General (A&G), we offer a wide range of insurance products designed to safeguard our customers, including Car, Motorcycle, Home, Contents, and Pet insurance, as well as Roadside Assistance. Our culture of 'high performance with high integrity' guides us in creating exceptional customer experiences and achieving our goal of becoming Australia's best insurer.
Purpose of the Role
The Audit Operations Analyst plays a crucial operational role within our Internal Audit team. You will support the delivery of the Board approved Annual Audit Plan for A&G,develop and provide accurate and high-quality reporting to our Board Audit and Executive Committees, and contribute to the continuous improvement of our audit processes.
Position Accountabilities:
Develop and deliver regular reporting and management information for the Internal Audit team, A&G senior management and committees.
Prepare and support the delivery of Internal Audit papers in line with Board and committee reporting timelines.
Lead the development and delivery of a revised Quality Assurance and Improvement Program for Internal Audit.
Support the effective operation of the Internal Audit team.
Engage with broader A&G teams and audit stakeholders.
Maintain audit registers and issue management data.
Support audit metrics and performance indicators, ensuring data is captured, reported and monitored.
Develop and implement continuous improvement initiatives across the audit team.
Qualifications and Experience
At least 3 years’ experience in an analytics, audit or risk management role.
Experience with Power BI, Tableau, and Alteryx is highly desirable.
Excellent interpersonal skills with the ability to collaborate effectively in a fast-paced environment.
Strong written and verbal communication skills.
Proven ability to manage deliverables within deadlines and to a high standard.
Ability to work independently and autonomously.
Strong planning and prioritisation skills.
Experience in financial services is advantageous.
    Our Perks
Location: Our office is conveniently based in Toowong Village shopping centre with access to retail, restaurants, various parking options, and public transport.
Hybrid Work: Enjoy the flexibility of hybrid work with 2 days per week working from home.
Extra Leave: Enjoy additional leave days on us! You’ll receive a paid ‘ME’ day and one paid volunteer leave day annually. Team members can also purchase up to two additional weeks of leave per year.
Workplace Giving: We offer workplace giving and will dollar match your donations to registered charities.
Development Opportunities: We’re committed to your development with internal programs and access to a wide range of online courses.
Employee Discounts: You’ll receive discounts on Budget Direct insurance products.
Reward and Recognition: We reward high performance with employee recognition, reward, and incentive schemes.
Onsite Facilities: Excellent end-of-trip facilities and private spaces for nursing mothers.
Get Social: Join our vibrant social and community activities, including annual celebrations, family fun days, and regular events across each of our sites.
  If you are seeking a new challenge and would enjoy the opportunity to work in a growing and changing business, click on the APPLY NOW button and submit your application.
Auto & General values individual differences and believes in fostering an inclusive culture that creates a great place to work for all
  A note from Auto & General to recruitment agencies: We politely ask that you avoid making any approaches or sending any unsolicited resumes to our Recruitment Team or Hiring Leaders across our business. Auto & General is not responsible for any fees related to unsolicited resumes.",Internal Audit Operations Analyst,Auto & General,Toowong,https://www.seek.com.au/job/79830286?type=standout&ref=search-standalone&origin=cardTitle#sol=4fcaff596bd1838398a99ea92ca4b0d0d1227719
Pricing Specialist,"Summary
Terex Corporation is a $5.1 billion, publicly traded global manufacturer of lifting and material processing products and services. The company is passionate about producing equipment that improves the lives of people around the world. Terex operations are global, yet each office or factory is a close-knit community. 
The Pricing Specialist is an important part of the Global Pricing team, supporting key pricing initiatives to drive business growth. This role will help roll out standard tools and processes, create useful pricing analytics, and support strategies for segmenting customers and differentiating prices based on value. The Pricing Specialist will use data insights to improve pricing decisions and contribute to the team’s success. 
The role reports to the Director of Global Pricing and is a very exciting opportunity to join a dynamic and passionate team. 
Responsibilities
Document and participate in the development and improvement of global processes and tools
Monitor and update commercial price lists
Identify opportunities to optimize sales and profitability through pricing strategies
Create, maintain and analyze reports to demonstrate pricing trends and insights for senior management
Assist the field in understanding prices and costs of customer offers
Partner with product management in setting list prices for new products
Set approval guidelines to help the deal desk determine if special pricing requests should be approved
Maintain pricing tools, pricing documentation and repository of historical data
Act as resource for all pricing related inquiries 
Experience and Qualifications
Bachelor's degree or equivalent in quantitative field (Mathematics, Engineering, Economics, Finance)
Minimum of 2 to 3 years of experience in product management, sales or pricing function
Excellent written and spoken English
Display commercial acumen and have a customer centric attitude 
Strong aptitude for math, and understanding and analyzing large amounts of data from multiple sources
Able to present clean, organized, and thorough information and data appropriate for intended audience
Good time management and prioritization skills
Advanced Microsoft Office skills (in particular Excel and PowerPoint)
Good initiative to follow up on and resolve issues
Ability to relate well to a wide variety of people 
Ability to work independently and in a virtual team environment
About Us:
Terex Corporation is a global industrial equipment manufacturer of materials processing machinery, waste and recycling solutions, mobile elevating work platforms (MEWPs), and equipment for the electric utility industry. We design, build, and support products used in maintenance, manufacturing, energy, minerals and materials management, construction, waste and recycling, and the entertainment industry. We provide best-in-class lifecycle support to our customers through our global parts and services organization, and offer complementary digital solutions, designed to help our customers maximize their return on their investment.
Certain Terex products and solutions enable customers to reduce their impact on the environment including electric and hybrid offerings that deliver quiet and emission-free performance, products that support renewable energy, and products that aid in the recovery of useful materials from various types of waste. Our products are manufactured in North America, Europe, and Asia Pacific and sold worldwide.
Offering opportunities for continuous improvement through courses and training, Terex provides team members with a rewarding career and the opportunity to make an impact. Women@Terex provides a supportive network for Terex women in their jobs and careers.
We value diversity, equity and inclusion, safety, integrity, respect, servant leadership, courage, citizenship, and continuous improvement.
It’s an exciting time to be part of the expanding manufacturing sector – come join us!
 It is the policy of the company to attract and retain the best qualified employees. We are committed to providing employment opportunities to the most qualified internal or external candidate based on work-related factors and without regard to non-work-related factors including race, colour, religion, national origin, gender, sexual orientation, gender identity, age, disability, or veteran status.",Pricing Specialist,Terex Australia,Darra,https://www.seek.com.au/job/79961995?type=standout&ref=search-standalone&origin=cardTitle#sol=b91af8327848976ea0dd9e8bb2ba9c14a6474cf9
Lease Project Analyst,"Shaping the future of real estate for a better world
At JLL, we see a Brighter Way forward for our clients, our people, our planet, and our communities. With over 200 years of real estate experience, we are, and always have been, in continual pursuit of brighter ways of working.
We bring to life see a Brighter Way in all that we do by seeking better, smarter, more innovative ways of working. We approach our work in a warmer, more optimistic, and inclusive way. JLL is a global leader in helping clients envision where people will live, work, play, shop, and eat.
 What this opportunity involves: 
We are seeking 2 dynamic talents to join us on as our Leasing Project Analyst. This is a fantastic opportunity to work with one of our well-esteemed clients
You will be part of a project team in supporting the portfolio of leases including renewals, negotiations, arrears settlement and invoicing. 
Please note that this is a 4-month fixed-term contract with the potential of an extension. A fantastic opportunity to expose you to a national portfolio with varied commercial classes. This role also offers hybrid and flexible working arrangements. You will be based in Melbourne, Sydney or Brisbane with the ability to attend the office for client meetings. 
 Snapshot of the roles: 
Assist in managing property portfolio activities including lease renewals, negotiations, surrenders, and terminations
Support administrative duties across the portfolio, including arrears settlement and invoicing
Collaborate with the wider JLL team to improve existing processes
Develop a strong understanding of the telecommunication portfolio, inclusive of equipment, usages and legislations 
 Requirements:
Tertiary qualification in Real Estate, Property, or Business
Ability to handle complex problems in a changing environment
Excellent organizational and prioritization skills
Strong interpersonal skills and teamwork orientation
Experience in tenant representation or leasing roles, with proficiency in lease administration and property management databases will be highly desirable 
Background in telecommunication or high-volume real estate portfolio management will be an added advantage 
 What you can expect from us:
Great employee discounts off fitness & other renowned bands
Active Social Club
Well-being program
Paid time off for volunteer work
Career Opportunities with Australia's #1 Commercial Real Estate firm
Premium offices
Hybrid / flexible working 
 As an organisation, we don’t just accept that we are a place of many different people, but we embrace it, we celebrate it, and we proactively support the needs that difference brings. JLL is committed to equal opportunity and building an inclusive workplace.  This is why, for more than a decade, we continue to rank among the World’s Most Ethical Companies. We support applications from all underrepresented groups, including Aboriginal and Torres Strait Islanders, LGBT+, people with disability and people of all age, religions and race. We are dedicated to offering veterans from all ranks and services a successful civilian career as they transition out of the military. We recognise and appreciate the skills acquired in their service careers as vital and transferable to our workforce.

Apply today, quoting job reference number JPREQ395222",Lease Project Analyst,JLL,Brisbane QLD,https://www.seek.com.au/job/80215822?type=standout&ref=search-standalone&origin=cardTitle#sol=f816160ada1f4bfc2370b899eefb0eaf33627fa6
Corporate Planning and Governance Specialist,"We are seeking a highly skilled and proactive Corporate Planning and Governance Specialist to join our team. This role is pivotal in evaluating the effectiveness internal activities, identifying opportunities for business improvement, and driving outcomes-based performance measures across the organization. The ideal candidate will have a strong analytical background, expertise in data reporting and dashboard development, and the ability to communicate complex insights clearly to senior executives. They will also play a key role in data governance, ensuring the integrity and accuracy of performance data, and will work across teams to build rapport and influence positive change.
Key Responsibilities:
Evaluate Effectiveness: Assess the effectiveness of activities with both clients (external) and internal teams, providing actionable insights for continuous improvement.
Performance Measurement: Establish and implement new outcomes-based performance measures, ensuring alignment with business objectives.
Critical Thinking & Problem Solving: Apply critical and systems thinking to analyze business processes, identify gaps, and recommend solutions to improve overall performance.
Stakeholder Engagement: Build strong rapport and maintain effective working relationships with internal stakeholders across various departments.
End-to-End Documentation: Own the process of documenting business processes and performance metrics from end-to-end to ensure clarity and consistency.
Reporting & Dashboards: Utilize PowerBI or similar tools to create reports, develop data visualizations, and build interactive dashboards that help track performance and inform decision-making.
Communication: Act as a strong communicator, particularly with senior executives, to deliver concise, well-organized reports and presentations. Confident in both written and face-to-face communication.
Data Governance: Oversee data governance practices, ensuring the quality, consistency, and security of performance data across the business.
Proactive Improvement: Identify operational gaps and proactively drive initiatives for business improvement and efficiency.
Business Process Modeling: Experience with BPMN (Business Process Model and Notation) is a plus, as it may be used to map and improve business workflows.
Additional Skills
Proven experience in performance analysis, business intelligence, or related fields.
Strong proficiency in PowerBI or similar data visualization tools.
Solid understanding of data governance principles and best practices.
Excellent written and verbal communication skills, with experience presenting to senior management.
Strong analytical skills with the ability to apply critical thinking to business challenges.
Proactive and forward-thinking, with the ability to identify and act on opportunities for improvement.
Experience in business process improvement and documentation.
Ability to work effectively across teams and departments, fostering collaboration and trust.
Comfortable with both strategic and tactical work, balancing long-term goals with immediate needs.
Self-motivated with strong organizational skills and attention to detail.
If you are interested in this role or would like more information please reach out to Alison Detaille at alison.detaille@troocoo.com or simply click on apply.",Corporate Planning and Governance Specialist,Troocoo,Brisbane QLD,https://www.seek.com.au/job/80124525?type=standout&ref=search-standalone&origin=cardTitle#sol=4e0e77c48637d66cc36a99f613ccb58597f87058
Finance Business Partner,"Your Opportunity:
You will grow your career as you work directly with senior stakeholders across Finance and Operations. The management team here is impressive; they have great backgrounds, they're highly knowledgeable, and they're committed to seeing you grow with the organization. They're also down-to-earth and approachable; you will enjoy working alongside them. We have known them for years and we can't sing their praises enough - you will learn a huge amount from them and be supported from day one.
You will join an ASX Listed business that operates across ANZ. Sitting at approximately $180M T/O they are continuing to grow through high profile clients and under the guidance of experienced leadership.
You'll be joining a Finance team of 20 who have created a high performing culture that is supportive and very collaborative; everyone works well together and for each other.
After completing probation, you will be eligible for 1-day WFH per week.
What You'll Do:
You will partner with various stakeholders across the organization and be responsible for providing detailed financial information ensuring that the commercial decisions made by the business continue to drive the business forward.
You will be hands-on with budgets & forecasts, management reporting, variance analysis, identifying any areas that need improving and then implementing your recommendations.
In addition, you'll provide detail analysis of business performance, make valuable contributions to board reporting, look at ways to capture data and improve financial reporting, and be involved in financial modelling for future endeavors.
Who You Are:
You are a fully qualified accountant who has previously worked in a Business Partner capacity. You must be advanced with Excel with outstanding written and verbal communication - this is a highly visible role where the information you provide will help drive the business forward. Therefore, it is crucial that there is no miscommunication.
You will have previous experience of working with different stakeholders and managing multiple relationships.
You will be joining a growing business that is undergoing positive change, and with change comes competing priorities; you must be flexible to understand where your business is and be able to change direction when needed.
Fully qualified accountant
Advanced Excel; financial modelling capability
High attention to detail
At least 5 years of experience in a similar role (FBP / MA)
Outstanding written and verbal skills
Apply Today
Submit your CV directly via email to Stewart Selwood on stewart.selwood@roberthalf.com.au or by pressing the Apply button.
By clicking 'apply', you give your express consent that Robert Half may use your personal information to process your job application and to contact you from time to time for future employment opportunities. For further information on how Robert Half processes your personal information and how to access and correct your information, please read the Robert Half privacy notice: https://www.roberthalf.com/au/en/privacy. Please do not submit any sensitive personal data to us in your resume (such as government ID numbers, ethnicity, gender, religion, marital status or trade union membership) as we do not collect your sensitive personal data at this time.",Finance Business Partner,Robert Half,East Brisbane,https://www.seek.com.au/job/80141220?type=standard&ref=search-standalone&origin=cardTitle#sol=e521bde07ab3dc7a48a14e1af0e2fe74f4ef5e0b
Technical Business Analyst (TravelBox Core),"Ciao, Olá, こんにちは, Bok!
At Flight Centre Travel Group (FCTG) our purpose is to 'open up the world for those who want to see'. Every day, we give people all around the world the opportunity to experience something amazing – travel!  
FCTG's Global Supply business is a cross functional global team responsible for the procurement, technology, reporting, financial management, pricing and support of FCTG's global supply chain. Our Global Supply Teams empower our famous worldwide brands to deliver on their customer promise. 
As the Technical Business Analyst you'll be the subject matter expert as well as a trusted analyst. The role will get into the detail of how a solution meets business needs and will articulate the complex rules around it. You will work across challenging environments with cross-functional teams.
If you're looking for a role where you will grow with the business as we define new service and technology offerings and better ways to serve the needs of our customers, please apply!
This role is located in our Global Head office in South Bank, the lively cultural hub of Brisbane.
  Day to day:
  Facilitate business requirements gathering / user story mapping
Analyse business requirements, management systems, process performance, and technical solutions
Conduct gap analysis and provide recommendations to relevant stakeholders
Defining detailed product requirement documents and definitions that promote scalability, smart practices, and an intuitive platform
Documenting requirements by studying business functions, gathering information from users, and evaluating output
Working with engineers, solution architects and test teams to develop, test and implement platform features and bug fixes
Identifying key business/system processes, business rules, functional & non-functional requirements
Assisting with the configuration and development of system enhancements and innovation
  You'll be perfect for the role if you have:
  Minimum 3 to 5 years technical business analysis experience
Travel booking System, Travelbox experience 
Experience using Atlassian tool suite (JIRA and Confluence)
Travel industry domain experience
Agile software development methodology experience
Working with external vendors and suppliers
End to end understanding of development processes
Basic understanding of all aspects of the systems/software development lifecycle
    What you'll enjoy
Tick destinations off your bucket list with our discounts on travel and accommodation.
Employee Share Scheme through Equate Plus.
Access to in-house financial and health services, and internal 24/7 gym.
Receive ongoing training and professional development through the Flight Centre Landing.
Preference for internal progression through Brightness of Future: Employees have the right to see a clear pathway to achieving career ambitions.
Global career opportunities in a network of brands and businesses at your fingertips.
Proud Corporate Social Responsibility platform through the Flight Centre Foundation, and Brighter Futures programs.
Various social events to promote networking, the celebration of wins, and sometimes just for fun! (Global Gathering 2024 - Portugal).
  We value you
Flight Centre Travel Group is committed to creating an inclusive and diverse workplace that supports your unique identity to create better, safer experiences for everyone. We encourage you to come as you are; to foster inclusivity and collaboration. We celebrate you. 
  Who we are
Since our beginning, our vision has always been to open up the world for those who want to see.
As a global travel retailer, our people come from all different backgrounds, and our connections spread to the far reaches of the globe - 20+ countries and counting! Together, we are a family (we call ourselves Flighties). 
We offer genuine opportunities for people to grow and evolve. We embrace new experiences, we celebrate the wins, seize all opportunities, and empower all of our people to find their Brightness of Future.
We encourage you to DREAM BIG through collaboration and innovation, and make sure you are supported to make incredible ideas a reality. Together, we deliver quality, innovative solutions that delight our customers and achieve our strategic priorities.
  Irreverence. Ownership. Egalitarianism. 
 ",Technical Business Analyst (TravelBox Core),Flight Centre Travel Group,South Bank,https://www.seek.com.au/job/80047024?type=standout&ref=search-standalone&origin=cardTitle#sol=4a63676fc0c27501988a2205a386d87defb7c9c3
Intelligence Analyst,"About The Role
This role is responsible for an impartial review of a claim and assess whether a specific cause exist to investigate the claim. The triage consultant will then determine the level of need for investigation and triage the claim to the relevant team.
This role will be based in Toowong with a potential requirement to travel to our North Lakes Office on a weekly basis.
  Position Accountabilities
Our desired candidate will assist in the following, however not limited to:
Review complex or suspicious cases and prepare intelligence briefings for use by Investigators at the commencement of their investigation.
Carry out a full review on claims identified as fraudulent or non-genuine by carrying out the intelligence process.
Conducting open-source intelligence queries on sourcing additional information via online tools.
Liaise with internal and external stakeholders involved in the claim such as assessors, investigators, builders, third party drivers, relevant businesses, witnesses, other insurers and clients when reviewing the claim and consider privacy and legal requirements.
Engage and liaise with external investigation services to access additional information.
Make acceptance or rejection decisions for claims being retained within Claims Investigations Unit based on available intelligence and evidence and liaise with referring consultant to advise of outcomes.
Provide reporting and guidance regarding referred claims to other C&A teams.
Participate in behavioral fraud investigation training, as well as other up-skill sessions, and apply new techniques
Identifying and raising potential risks or compliance issues to Management.
Report fraud trends and patterns identified through referrals to the Intelligence Analysts.
Report on the performance of the fraud typologies to the Intelligence Analysts to reduce false positives in claim referrals to the Claims Investigation Unit.
Manage personal portfolio effectively and assist other team members when necessary.
Maintain understanding of up-to-date industry trends in terms of fraudulent/ criminal activities and technological advances.
Maintain sound knowledge of regulatory requirements, company processes, systems, products, and brands.
Assist Head of Fraud and Claims Investigation, Claims Specialist or Manager, Risk Assessment Hub with additional projects or tasks.
What experience you’ll bring;
Tertiary level qualification in intelligence, data analytics or justice studies, preferred.
Experience in insurance and/or financial services.
Previous experience in an investigations or intelligence role, highly regarded.
Strong analytical skills.
Excellent working knowledge of insurance legislation and processes.
Excellent interpersonal skills, including written and verbal communication, with the ability to build client rapport.
Excellent problem solving and decision-making skills.
Excellent negotiation and conflict resolution skills.
Strong computer and administration skills.
Strong time management skills.
Ability to work autonomously and build professional resilience.
Experience in insurance and/or financial services is highly desirable.
Well-developed and demonstrated understanding of the legislative, regulatory and compliance obligations to operate in the FSR environment.
  Our Perks
Extra leave - Enjoy additional leave days on us! You’ll receive a paid ‘ME’ day and one paid volunteer leave day annually. Team members can also purchase up to two additional weeks of leave per year.
Paid parental leave - We support our new parents with paid parental leave and other benefits.
Workplace giving - If you’re passionate about a cause, then we are too – we offer workplace giving and we’ll dollar match your donations to registered charities.
Development opportunities - We’re championing your development with internal programs and access to a wide range of online courses.
Employee discounts - You’ll receive discounts on Budget Direct insurance products.
Reward and recognition - We reward high performance with employee recognition, reward and incentive schemes.
Onsite facilities - There’s excellent end-of-trip facilities on offer and private spaces for nursing mothers.
Get social - Join our vibrant social and community activities including annual celebrations, family fun days and regular events across each of our sites.
Perks App - Access to an employee benefits and discounts app called ‘Perks’ offering your great discounts, offers and programs across a range of areas.
  About us
Auto & General (A&G) is the fastest-growing major Motor and Home insurer in Australia, providing insurance products and solutions to safeguard a brighter future for our customers and community. 
Our range of general insurance products including Car, Motorcycle, Home, Contents Pet and Travel products are delivered through our multi-award-winning brand Budget Direct and partnerships with leading brands - ING, Qantas, Virgin Money and Coles Insurance.
We’re excited about the future and we’re always on the lookout for talented, passionate individuals who can help us achieve our goal of being Australia’s best insurer! If this sounds like you, apply today.
  Auto & General values individual differences and believes in fostering an inclusive culture that creates a great place to work for all.
*A note from Auto & General to recruitment agencies: We politely ask that you avoid making any approaches or sending any unsolicited resumes to our Recruitment Team or Hiring Leaders across our business. Auto & General is not responsible for any fees related to unsolicited resumes.",Intelligence Analyst,Auto & General,Toowong,https://www.seek.com.au/job/80177245?type=standout&ref=search-standalone&origin=cardTitle#sol=530a2c520b56ed3aed2ef510830dafb8cafa2684
Principal Consultant: Data & Analytics,"Make an impact with NTT DATA
Join a company that is pushing the boundaries of what is possible. We are renowned for our technical excellence and leading innovations, and for making a difference to our clients and society. Our workplace embraces diversity and inclusion – it’s a place where you can grow, belong and thrive.
Your day at NTT DATA
We are seeking a Principal Consultant to be part of our national Data & Analytics practice based in our Queensland office. This is your opportunity to join and grow the next chapter here at NTT, working closely with your peers, local and national NTT team, connecting our partner ecosystem, and inspiring those around you to deliver great things. You’ll be part of our high-performing and diverse Data & Analytics team, build on our solid pipeline and expand on our delivery success.
As a leader in the Data and Analytics team, you will design, manage, deliver and implement complex data and information management platforms in areas such as business intelligence, machine learning, data mining, complex data analytics, artificial intelligence and take a solution from strategy through implementation to managed service.
What you'll be doing
Primary Duties
Provide leadership in delivery phase for continuity on scope expectations set in presales phase and delivery outcomes desired by the client
Designing analytics frameworks, visualisations, information architectures, and undertaking analytics audits for major clients
Leading and delivering strategy and advisory engagements in business intelligence, predictive and prescriptive analytics, data science, data management, and information management
Assist with the growth of the Data & Analytics domain by supporting presales, commercial activities, pipeline management and expansion
Develop intellectual property to support the data and analytics domain
Build and nurture, robust relationships with internal team members and client stakeholders at all levels
Function as a trusted advisor to client CxOs in their data journey
Collaborate with other practices to develop and evolve a unique point of view related to the Data & Analytics domain aligned to the market and emerging trends
Assist in administering the health and hygiene of the practice by supporting in: Recruitment, Resourcing, Succession Planning
Staff career management, training, and development plans
Assessing the maturity, capability, and architecture of client organisations and developing strategies and roadmaps to support their implementation
What Would Make You A Good Fit for the Role?
Experience
Consultancy experience working with a systems integrator and/or service provider in the data and analytics domain.
Conducted pre-sales activities such as the creation of proposals, RFx responses, SOWs and sales presentations. Alternatively, has led the creation and presentation of business cases, solutions design presentations and conducted proof of concept presentations to executives working in a corporate enterprise environment.
Led data and analytics discussions with senior stakeholders in the role of a subject matter expert.
Deep experience in working with and implementing cloud-based data platform technologies including Microsoft Azure Data and Analytics tech stack, Databricks, DevOps and Snowflake.
Demonstrated track record in building great working relationships with clients.
Experience in leading, fostering career development, graduate support, and team engagement.
Attributes
An understanding of end-to-end data lifecycle to deliver on data consulting engagement covering data governance and data management principles and practices.
Strong solutioning focus with an understanding of how data can be applied to resolve business problems.
Understands capabilities end to end across data governance and management, modern data platform, data visualisation and advance analytics using AI.
A thorough understanding of the modern data and analytics technology ecosystem.
Passionate about data and analytics with the ability to maintain knowledge of trends and development in technology domains.
A focus on quality and addressing what’s most important to the client.
Effective and Excellent verbal and written communication skills with the ability to explain complex concepts to broader audiences.
Able to articulate their position clearly whilst being an active listener at the same time.
Ability to identify cross-selling and upselling opportunities in existing accounts.
Calm under pressure.
Education and Training
A Diploma or Degree in Data Analytics or Data Science or similar fields will be advantageous
Relevant certifications from technology vendors (i.e. Microsoft Azure, Databricks, Snowflake, GCP) will be highly regarded
Relevant certifications like CDMP from industry bodies like DAMA
 Workplace type:
Hybrid Working
 About NTT DATA
NTT DATA is a $30+ billion trusted global innovator of business and technology services. We serve 75% of the Fortune Global 100 and are committed to helping clients innovate, optimize and transform for long-term success. We invest over $3.6 billion each year in R&D to help organizations and society move confidently and sustainably into the digital future. As a Global Top Employer, we have diverse experts in more than 50 countries and a robust partner ecosystem of established and start-up companies. Our services include business and technology consulting, data and artificial intelligence, industry solutions, as well as the development, implementation and management of applications, infrastructure, and connectivity. We are also one of the leading providers of digital and AI infrastructure in the world. NTT DATA is part of NTT Group and headquartered in Tokyo.
Equal Opportunity Employer
NTT DATA is proud to be an Equal Opportunity Employer with a global culture that embraces diversity. We are committed to providing an environment free of unfair discrimination and harassment. We do not discriminate based on age, race, colour, gender, sexual orientation, religion, nationality, disability, pregnancy, marital status, veteran status, or any other protected category. Join our growing global team and accelerate your career with us. Apply today.",Principal Consultant: Data & Analytics,NTT DATA,Brisbane QLD,https://www.seek.com.au/job/79739360?type=standout&ref=search-standalone&origin=cardTitle#sol=e7eab8ef7fd58e015c7bc439135e4709954760e0
